Name,variable,value,score
Grenada,Population ages 15-64 (% of total population),66.82,7.00
Greenland,Population ages 15-64 (% of total population),,
Guatemala,Population ages 15-64 (% of total population),60.75,3.00
Guam,Population ages 15-64 (% of total population),65.69,7.00
Guyana,Population ages 15-64 (% of total population),65.34,6.00
Honduras,Population ages 15-64 (% of total population),63.57,4.00
Croatia,Population ages 15-64 (% of total population),65.04,6.00
Haiti,Population ages 15-64 (% of total population),61.81,3.00
Hungary,Population ages 15-64 (% of total population),66.43,7.00
Indonesia,Population ages 15-64 (% of total population),67.59,8.00
Isle of Man,Population ages 15-64 (% of total population),,
India,Population ages 15-64 (% of total population),66.77,7.00
Ireland,Population ages 15-64 (% of total population),64.73,5.00
Iran,Population ages 15-64 (% of total population),69.34,9.00
Iraq,Population ages 15-64 (% of total population),58.29,3.00
Iceland,Population ages 15-64 (% of total population),65.37,6.00
Israel,Population ages 15-64 (% of total population),60.10,3.00
Italy,Population ages 15-64 (% of total population),63.92,4.00
Jamaica,Population ages 15-64 (% of total population),67.45,8.00
Jordan,Population ages 15-64 (% of total population),61.91,4.00
Japan,Population ages 15-64 (% of total population),59.73,3.00
Kazakhstan,Population ages 15-64 (% of total population),64.15,5.00
Kenya,Population ages 15-64 (% of total population),57.88,3.00
Kyrgyzstan,Population ages 15-64 (% of total population),63.15,4.00
Cambodia,Population ages 15-64 (% of total population),64.23,5.00
Saint Kitts and Nevis,Population ages 15-64 (% of total population),,
South Korea,Population ages 15-64 (% of total population),72.61,10.00
Kuwait,Population ages 15-64 (% of total population),75.91,10.00
Laos,Population ages 15-64 (% of total population),63.32,4.00
Lebanon,Population ages 15-64 (% of total population),66.90,8.00
Liberia,Population ages 15-64 (% of total population),55.62,2.00
Libya,Population ages 15-64 (% of total population),67.29,8.00
Saint Lucia,Population ages 15-64 (% of total population),71.66,10.00
Liechtenstein,Population ages 15-64 (% of total population),,
Sri Lanka,Population ages 15-64 (% of total population),65.33,6.00
Lithuania,Population ages 15-64 (% of total population),65.41,6.00
Luxembourg,Population ages 15-64 (% of total population),69.94,9.00
Latvia,Population ages 15-64 (% of total population),63.96,4.00
Morocco,Population ages 15-64 (% of total population),65.78,7.00
Monaco,Population ages 15-64 (% of total population),,
Moldova,Population ages 15-64 (% of total population),72.67,10.00
Madagascar,Population ages 15-64 (% of total population),56.35,2.00
Maldives,Population ages 15-64 (% of total population),76.15,10.00
Mexico,Population ages 15-64 (% of total population),66.22,7.00
Macedonia,Population ages 15-64 (% of total population),69.81,9.00
Mali,Population ages 15-64 (% of total population),49.95,1.00
Malta,Population ages 15-64 (% of total population),65.37,6.00
Myanmar,Population ages 15-64 (% of total population),67.84,8.00
Montenegro,Population ages 15-64 (% of total population),66.82,7.00
Mongolia,Population ages 15-64 (% of total population),65.51,6.00
Mariana Islands,Population ages 15-64 (% of total population),,
Mozambique,Population ages 15-64 (% of total population),52.44,1.00
Mauritania,Population ages 15-64 (% of total population),56.78,2.00
Mauritius,Population ages 15-64 (% of total population),70.73,10.00
Malaysia,Population ages 15-64 (% of total population),69.33,9.00
Namibia,Population ages 15-64 (% of total population),59.45,3.00
New Caledonia,Population ages 15-64 (% of total population),68.08,8.00
Niger,Population ages 15-64 (% of total population),47.42,1.00
Nigeria,Population ages 15-64 (% of total population),53.39,1.00
Nicaragua,Population ages 15-64 (% of total population),64.55,5.00
Netherlands,Population ages 15-64 (% of total population),64.70,5.00
Norway,Population ages 15-64 (% of total population),65.40,6.00
Nepal,Population ages 15-64 (% of total population),63.86,4.00
New Zealand,Population ages 15-64 (% of total population),64.69,5.00
Oman,Population ages 15-64 (% of total population),75.36,10.00
Pakistan,Population ages 15-64 (% of total population),60.42,3.00
Panama,Population ages 15-64 (% of total population),64.83,5.00
Peru,Population ages 15-64 (% of total population),66.12,7.00
Philippines,Population ages 15-64 (% of total population),63.91,4.00
Papua New Guinea,Population ages 15-64 (% of total population),60.74,3.00
Poland,Population ages 15-64 (% of total population),67.43,8.00
Puerto Rico,Population ages 15-64 (% of total population),64.49,5.00
North Korea,Population ages 15-64 (% of total population),70.46,10.00
Portugal,Population ages 15-64 (% of total population),64.59,5.00
Paraguay,Population ages 15-64 (% of total population),64.13,4.00
Palestine,Population ages 15-64 (% of total population),57.92,3.00
French Polynesia,Population ages 15-64 (% of total population),68.95,9.00
Qatar,Population ages 15-64 (% of total population),85.09,10.00
Romania,Population ages 15-64 (% of total population),66.13,7.00
Russia,Population ages 15-64 (% of total population),67.41,8.00
Rwanda,Population ages 15-64 (% of total population),57.09,2.00
Saudi Arabia,Population ages 15-64 (% of total population),71.64,10.00
Sudan,Population ages 15-64 (% of total population),55.91,2.00
Senegal,Population ages 15-64 (% of total population),53.86,1.00
Singapore,Population ages 15-64 (% of total population),76.26,10.00
Sierra Leone,Population ages 15-64 (% of total population),55.97,2.00
El Salvador,Population ages 15-64 (% of total population),64.58,5.00
San Marino,Population ages 15-64 (% of total population),,
Somalia,Population ages 15-64 (% of total population),50.55,1.00
Serbia,Population ages 15-64 (% of total population),65.96,7.00
South Sudan,Population ages 15-64 (% of total population),54.78,2.00
Suriname,Population ages 15-64 (% of total population),65.92,7.00
Slovakia,Population ages 15-64 (% of total population),68.92,9.00
Slovenia,Population ages 15-64 (% of total population),65.37,6.00
Sweden,Population ages 15-64 (% of total population),62.32,4.00
Swaziland,Population ages 15-64 (% of total population),57.87,2.00
Sint Maarten (Dutch part),Population ages 15-64 (% of total population),,
Seychelles,Population ages 15-64 (% of total population),68.77,9.00
Syria,Population ages 15-64 (% of total population),64.08,4.00
Turks and Caicos Islands,Population ages 15-64 (% of total population),,
Chad,Population ages 15-64 (% of total population),50.39,1.00
Togo,Population ages 15-64 (% of total population),55.80,2.00
Thailand,Population ages 15-64 (% of total population),71.01,10.00
Timor,Population ages 15-64 (% of total population),57.90,3.00
Trinidad and Tobago,Population ages 15-64 (% of total population),68.85,9.00
Tunisia,Population ages 15-64 (% of total population),67.51,8.00
Turkey,Population ages 15-64 (% of total population),66.87,7.00
Tanzania,Population ages 15-64 (% of total population),53.30,1.00
Uganda,Population ages 15-64 (% of total population),51.13,1.00
Ukraine,Population ages 15-64 (% of total population),67.75,8.00
Uruguay,Population ages 15-64 (% of total population),64.58,5.00
United States,Population ages 15-64 (% of total population),65.48,6.00
Uzbekistan,Population ages 15-64 (% of total population),66.89,8.00
Saint Vincent and the Grenadines,Population ages 15-64 (% of total population),67.87,8.00
Venezuela,Population ages 15-64 (% of total population),65.07,6.00
British Virgin Islands,Population ages 15-64 (% of total population),,
United States Virgin Islands,Population ages 15-64 (% of total population),61.00,3.00
Vietnam,Population ages 15-64 (% of total population),69.55,9.00
Kosovo,Population ages 15-64 (% of total population),,
South Africa,Population ages 15-64 (% of total population),65.60,6.00
Zambia,Population ages 15-64 (% of total population),52.96,1.00
Zimbabwe,Population ages 15-64 (% of total population),54.66,2.00
Aruba,Population ages 65 and above (% of total population),13.55,8.00
Afghanistan,Population ages 65 and above (% of total population),2.58,1.00
Angola,Population ages 65 and above (% of total population),2.22,1.00
Albania,Population ages 65 and above (% of total population),13.74,8.00
Andorra,Population ages 65 and above (% of total population),,
United Arab Emirates,Population ages 65 and above (% of total population),1.09,1.00
Argentina,Population ages 65 and above (% of total population),11.12,7.00
Armenia,Population ages 65 and above (% of total population),11.25,7.00
Antigua and Barbuda,Population ages 65 and above (% of total population),8.80,6.00
Australia,Population ages 65 and above (% of total population),15.66,8.00
Austria,Population ages 65 and above (% of total population),19.00,9.00
Azerbaijan,Population ages 65 and above (% of total population),6.20,5.00
Burundi,Population ages 65 and above (% of total population),2.25,1.00
Belgium,Population ages 65 and above (% of total population),18.79,9.00
Benin,Population ages 65 and above (% of total population),3.25,3.00
Burkina Faso,Population ages 65 and above (% of total population),2.41,1.00
Bangladesh,Population ages 65 and above (% of total population),5.16,4.00
Bulgaria,Population ages 65 and above (% of total population),21.02,10.00
Bahrain,Population ages 65 and above (% of total population),2.43,1.00
